code,Barcode,name,Compcode,Compname,Pack,Unit,Location,Expiry,Generic,Saltcode,Strength,saltcode1,Strength1,saltcode2,Strength2,saltcode3,Strength3,Saltcode4,Strength4,Saltcode5,Strength5,Substitute,Saltno,Prate,Tsr,Psc,ptax,Excise,Scm1,scm2,Srate,Sc,Saletype,Stax,Wsrate,Add_sc,Add_tsr,Costrate,opqty,Clqty,status,Vdt,Batchcode,cname_bc,Defqty,BarcodeQty,splrate,Mrp,Ssc,WsNet,SplNet,Hscm,Box,CommonItem,Sscm1,FDis,Sscm2,FDisP,currentScm,ScmFrom,ScmTo,CurrScm1,CurrScm2,TrimName,PresReq,Division,QScm,SconMrp,VAT,Margin,Inclusive,ItemCat,Gdn,PRateCase,PRateBox,Desc1,Desc2,MinQty,MaxQty,ItCase,TRate,Wr,Pic,Mfg,TempOpqty,TempClqty,TempAmt,TempAmt1,TempAmt2,TaxonMrp,ScmPer,IWeight,SubStrenght,ItemRef,MaxInvQty,MaxQtyWr,OpFreeQty,VATonSrate,Exon,ExPer,UnitType,MfgQty,mTag,DisContinue,MfgBy,Vol,VDisP,VDisS,FDisWR,LastYearCost,OpAddQty,SaleLessQty,SplDisQty,SplDisPer,MinGP,LockScm,FullName,RateLock,MinRate,PurExciseAsRate,PurNetRate,CostWFQ,LockBilling,SameBatchCost,EsCode,FdisPWS,ItemType,ItemGroup,HSNCode,CGST,SGST,IGST,GSTCess,IucCode,Flag,miscsettings,SyncMark
35,00068,LOPEZ-1mg.,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,12.35,0.00,0.00,0.00,0.00,0,0,12.35,0.00,1,0.00,0.00,N,N,11.12,40,0,,09-Jul-08,N,Y,N,0,$0.00,$16.05,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,LOPEZ1mg,N,ALECTA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLLOPEZTB000100,,40,40,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,LOPEZ-1mg.,1,0,0,0,11.12,N,11.12,0,,00,0,30049088,6,6,12,0,,,,
36,00069,LOPEZ-2mg.,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,15.73,0.00,0.00,0.00,0.00,0,0,15.73,0.00,1,0.00,0.00,N,N,14.16,67,0,,09-Jul-08,N,Y,N,0,$0.00,$20.43,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,LOPEZ2mg,N,ALECTA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLLOPEZTB000200,,67,67,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,LOPEZ-2mg.,1,0,0,0,14.16,N,14.16,0,,00,0,30049088,6,6,12,0,,,,
37,00071,DEPSOL-75mg.,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,26.68,0.00,0.00,0.00,0.00,0,0,29.64,0.00,1,0.00,0.00,N,N,26.68,109,58,,09-Jul-08,N,Y,N,0,$0.00,$41.50,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,DEPSOL75mg,N,ALECTA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLDEPSOTB007500,,34,28,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,DEPSOL-75mg.,1,0,0,0,26.68,N,14.5,0,,00,0,30049089,6,6,12,0,,,,
38,00072,ZORYL-2mg,1,INTAS,1*15,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,63.69,0.00,0.00,0.00,0.00,0,0,70.77,0.00,1,0.00,0.00,N,N,63.69,147,133,,09-Jul-08,N,Y,N,0,$0.00,$99.08,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,ZORYL2mg,N,SUPRIVA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLZORYLTB000207,,43,116,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,ZORYL-2mg,1,0,0,0,63.69,N,55.84,0,0,00,0,30049099,6,6,12,0,,,,
39,00073,ROXINTA-150mg.,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,,0,41.02,0.00,0.00,0.00,0.00,0,0,41.02,0.00,1,0.00,0.00,N,N,41.02,0,0,,09-Jul-08,N,Y,N,0,$0.00,$50.00,$0.00,N,N,N,0,N,0,N,0,0,N,,,0,0,ROXINTA150mg,N,00,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0,,0,0,0,0,0,0,,ROXINTA-150mg.,1,0,0,,41.02,N,41.02,0,,00,0,,0,0,0,0,,,,
40,00074,SKIZORIL-100mg.,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,60.84,0.00,0.00,0.00,0.00,0,0,67.60,0.00,1,0.00,0.00,N,N,60.84,69,40,,09-Jul-08,N,Y,N,0,$0.00,$94.64,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,SKIZORIL100mg,N,ALECTA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLSKIZOTB010000,,31,18,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,SKIZORIL-100mg.,1,0,0,0,60.84,N,52.3,0,,00,0,30049099,6,6,12,0,,,,
41,00087,DO-RE-ME-75mg,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,88.39,0.00,0.00,0.00,0.00,0,0,98.21,0.00,1,0.00,0.00,N,N,88.39,47,19,,09-Jul-08,N,Y,N,0,$0.00,$137.50,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,DOREME75mg,N,ALTIMA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLDOREMTB007500,,19,19,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,DO-RE-ME-75mg,1,0,0,0,88.39,N,39.5,0,,00,0,30049099,6,6,12,0,,,,
42,00088,AMTAS-10mg,1,INTAS,1*15,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,59.83,0.00,0.00,0.00,0.00,0,0,66.48,0.00,1,0.00,0.00,N,N,59.83,145,235,,09-Jul-08,N,Y,N,0,$0.00,$93.07,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,AMTAS10mg,N,NEXA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLAMTASTB001002,,51,70,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,AMTAS-10mg,1,0,0,0,59.83,N,49.68,0,0,00,0,30049072,6,6,12,0,,,,
43,00089,PIOLET 30mg,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,54.05,0.00,0.00,0.00,0.00,0,0,54.05,0.00,1,0.00,0.00,N,N,48.65,0,0,,09-Jul-08,N,Y,N,0,$0.00,$70.20,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,PIOLET30mg,N,SUPRIMA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,PIOLET 30mg,1,0,0,0,48.65,N,48.65,0,,00,0,,0,0,0,0,,,,
44,00091,PIOLET 15mg,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,34.25,0.00,0.00,0.00,0.00,0,0,34.25,0.00,1,0.00,0.00,N,N,30.83,0,0,,09-Jul-08,N,Y,N,0,$0.00,$44.50,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,PIOLET15mg,N,SUPRIMA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,0,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,PIOLET 15mg,1,0,0,0,30.83,N,30.83,0,,00,0,,0,0,0,0,,,,
45,00092,POTRATE SYP.,1,INTAS,1*200ML.,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,57.37,0.00,0.00,0.00,0.00,0,0,57.37,0.00,1,0.00,0.00,N,N,51.63,0,0,,09-Jul-08,N,Y,N,0,$0.00,$74.51,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,POTRATESYP,N,ALERON,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,POTRATE SYP.,1,0,0,0,51.63,N,51.63,0,,00,0,,0,0,0,0,,,,
46,00093,CLONIL-75-SR,1,INTAS,1*15,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,180.90,0.00,0.00,0.00,0.00,0,0,201.00,0.00,1,0.00,0.00,N,N,180.90,82,85,,09-Jul-08,N,Y,N,0,$0.00,$281.40,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,CLONIL75SR,N,AQUILA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLCLONITR007500,,10,12,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,CLONIL-75-SR,1,0,0,0,180.9,N,110.57,0,0,00,0,30049099,6,6,12,0,,,,
47,00095,LANZEP-30mg,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,40.62,0.00,0.00,0.00,0.00,0,0,44.28,0.00,1,0.00,0.00,N,N,40.62,0,0,,09-Jul-08,N,Y,N,0,$0.00,$54.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,LANZEP30mg,N,AQUILA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,LANZEP-30mg,1,0,0,0,40.62,N,40.62,0,,00,0,,0,0,0,0,,,,
48,00096,CEFTAS-400mg,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,161.86,0.00,0.00,0.00,0.00,0,0,179.84,0.00,1,0.00,0.00,N,N,147.29,79,125,,09-Jul-08,N,Y,N,0,$0.00,$251.78,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,CEFTAS400mg,N,ALAIRA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLCEFTATB040000,,4,15,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,CEFTAS-400mg,1,0,0,0,147.29,N,78.43,0,0,00,0,30042019,6,6,12,0,,,,
49,00097,ZORYL-3mg,1,INTAS,1*15,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,168.59,0.00,0.00,0.00,0.00,0,0,187.32,0.00,1,0.00,0.00,N,N,168.59,111,91,,09-Jul-08,N,Y,N,0,$0.00,$262.25,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,ZORYL3mg,N,SUPRIVA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLZORYLTB000302,,55,58,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,ZORYL-3mg,1,0,0,0,168.59,N,98.36,0,0,00,0,30049099,6,6,12,0,,,,
51,00099,ZORYL-1mg,1,INTAS,1*15,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,40.61,0.00,0.00,0.00,0.00,0,0,45.12,0.00,1,0.00,0.00,N,N,40.61,289,195,,09-Jul-08,N,Y,N,0,$0.00,$63.17,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,ZORYL1mg,N,SUPRIVA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLZORYLTB000107,,167,151,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,ZORYL-1mg,1,0,0,0,40.61,N,35.21,0,0,00,0,30049099,6,6,12,0,,,,
52,00101,MIRNITE-15mg,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,101.57,0.00,0.00,0.00,0.00,0,0,112.86,0.00,1,0.00,0.00,N,N,101.57,36,21,,09-Jul-08,N,Y,N,0,$0.00,$158.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,MIRNITE15mg,N,AVANTA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLMIRNITB001500,,26,24,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,MIRNITE-15mg,1,0,0,0,101.57,N,64.42,0,0,00,0,30049089,6,6,12,0,,,,
53,00102,MIRNITE-30mg,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,149.79,0.00,0.00,0.00,0.00,0,0,166.43,0.00,1,0.00,0.00,N,N,149.79,19,8,,09-Jul-08,N,Y,N,0,$0.00,$233.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,MIRNITE30mg,N,AVANTA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLMIRNITB003000,,19,19,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,MIRNITE-30mg,1,0,0,0,149.79,N,124,0,0,00,0,30049089,6,6,12,0,,,,
54,00103,VALPROL CR 500mg,1,INTAS,1*15,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,101.95,0.00,0.00,0.00,0.00,0,0,113.28,0.00,1,0.00,0.00,N,N,101.95,245,85,,09-Jul-08,N,Y,N,0,$0.00,$158.59,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,VALPROLCR500mg,N,ASTERA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLVALPRTB050002,,48,48,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,VALPROL CR 500mg,1,0,0,0,101.95,N,84.83,0,0,00,0,30049081,6,6,12,0,,,,
55,00104,ZORYL-4mg,1,INTAS,1*15,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,187.05,0.00,0.00,0.00,0.00,0,0,203.75,0.00,1,0.00,0.00,N,N,187.05,164,115,,09-Jul-08,N,Y,N,0,$0.00,$285.25,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,ZORYL4mg,N,SUPRIVA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLZORYLTB000401,,111,84,0,0,0,N,0,0,+++,N,0,,0,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,ZORYL-4mg,1,0,0,0,187.05,N,107.51,0,0,00,0,30049099,6,6,12,0,,,,
56,00106,ZOMET-SR,1,INTAS,1*15,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,21.80,0.00,0.00,0.00,0.00,0,0,24.22,0.00,1,0.00,0.00,N,N,21.80,126,51,,09-Jul-08,N,Y,N,0,$0.00,$33.91,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,ZOMETSR,N,PHARMA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLZOMETTR050002,,50,109,0,0,0,N,0,0,+++,N,0,,0,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,ZOMET-SR,1,0,0,0,21.8,N,18.23,0,0,00,0,30049099,6,6,12,0,,,,
57,00107,BISELECT-5mg,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,36.00,0.00,0.00,0.00,0.00,0,0,40.00,0.00,1,0.00,0.00,N,N,36.00,51,19,,09-Jul-08,N,Y,N,0,$0.00,$56.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,BISELECT5mg,N,VECTOR,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLBISELTB000500,,53,37,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,BISELECT-5mg,1,0,0,0,36,N,19.61,0,,00,0,30049079,6,6,12,0,,,,
58,00108,AMTAS-2.5mg,1,INTAS,1*30,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,39.31,0.00,0.00,0.00,0.00,0,0,43.68,0.00,1,0.00,0.00,N,N,39.31,136,136,,09-Jul-08,N,Y,N,0,$0.00,$61.15,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,AMTAS25mg,N,NEXA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLAMTASTB2X5005,,61,71,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,AMTAS-2.5mg,1,0,0,0,39.31,N,16.2,0,0,00,0,30049072,6,6,12,0,,,,
59,00109,AMTAS-AT-25mg,1,INTAS,1*15,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,66.70,0.00,0.00,0.00,0.00,0,0,74.11,0.00,1,0.00,0.00,N,N,66.70,81,39,,09-Jul-08,N,Y,N,0,$0.00,$103.75,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,AMTASAT25mg,N,NEXA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLAMTASTB002503,,54,63,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,AMTAS-AT-25mg,1,0,0,0,66.7,N,36,0,0,00,0,30049079,6,6,12,0,,,,
60,00110,AMTAS-E,1,INTAS,1*15,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,131.14,0.00,0.00,0.00,0.00,0,0,145.71,0.00,1,0.00,0.00,N,N,131.14,35,24,,09-Jul-08,N,Y,N,0,$0.00,$204.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,AMTASE,N,SUPRIMA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLAMTASTBXXXX06,,-1,27,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,AMTAS-E,1,0,0,0,131.14,N,70.07,0,,00,0,30049079,6,6,12,0,,,,
61,00111,AMTAS-LP,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,76.34,0.00,0.00,0.00,0.00,0,0,84.82,0.00,1,0.00,0.00,N,N,76.34,24,15,,09-Jul-08,N,Y,N,0,$0.00,$118.75,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,AMTASLP,N,NEXA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLAMTASTBXXXX00,,23,21,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,AMTAS-LP,1,0,0,0,76.34,N,45,0,0,00,0,30049079,6,6,12,0,,,,
62,00112,BISELECT-10mg,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,61.71,0.00,0.00,0.00,0.00,0,0,68.57,0.00,1,0.00,0.00,N,N,61.71,65,9,,09-Jul-08,N,Y,N,0,$0.00,$96.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,BISELECT10mg,N,VECTOR,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLBISELTB001000,,51,51,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,BISELECT-10mg,1,0,0,0,61.71,N,36.64,0,,00,0,30049079,6,6,12,0,,,,
63,00113,BUSPIN-10mg,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,42.75,0.00,0.00,0.00,0.00,0,0,47.50,0.00,1,0.00,0.00,N,N,42.75,88,68,,09-Jul-08,N,Y,N,0,$0.00,$66.50,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,BUSPIN10mg,N,AQUILA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLBUSPITB001000,,58,50,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,BUSPIN-10mg,1,0,0,0,42.75,N,23.14,0,,00,0,30049089,6,6,12,0,,,,
64,00114,CARCA-12.5,1,INTAS,1*15,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,135.64,0.00,0.00,0.00,0.00,0,0,150.71,0.00,1,0.00,0.00,N,N,135.64,72,46,,09-Jul-08,N,Y,N,0,$0.00,$211.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,CARCA125,N,VECTOR,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLCARCATB12X500,,35,42,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,CARCA-12.5,1,0,0,0,135.64,N,48.86,0,0,00,0,30049079,6,6,12,0,,,,
65,00115,CARCA-6.25,1,INTAS,1*15,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,68.79,0.00,0.00,0.00,0.00,0,0,76.43,0.00,1,0.00,0.00,N,N,68.79,120,98,,09-Jul-08,N,Y,N,0,$0.00,$107.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,CARCA625,N,VECTOR,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLCARCATB6X2501,,66,85,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,CARCA-6.25,1,0,0,0,68.79,N,36.64,0,,00,0,30049099,6,6,12,0,,,,
66,00116,CARCA-3.125,1,INTAS,1*15,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,48.38,0.00,0.00,0.00,0.00,0,0,53.75,0.00,1,0.00,0.00,N,N,48.38,321,505,,09-Jul-08,N,Y,N,0,$0.00,$75.25,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,CARCA3125,N,VECTOR,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLCARCATB3X1201,,160,182,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,CARCA-3.125,1,0,0,0,48.38,N,26.04,0,,00,0,30049099,6,6,12,0,,,,
67,00117,CERECETAM VIAL 15 ml.,1,INTAS,1*15ML,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,55.29,0.00,0.00,0.00,0.00,0,0,61.43,0.00,1,0.00,0.00,N,N,55.29,40,0,,09-Jul-08,N,Y,N,0,$0.00,$86.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,CERECETAMVIAL15ml,N,ASTERA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLCERECIJXXXX00,,40,40,0,0,0,N,0,0,+++,N,0,,0,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,CERECETAM VIAL 15 ml.,1,0,0,0,55.29,N,35.69,0,,00,0,30049099,6,6,12,0,,,,
68,00118,CERECETAM-400,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,55.12,0.00,0.00,0.00,0.00,0,0,61.25,0.00,1,0.00,0.00,N,N,50.71,18,26,,09-Jul-08,N,Y,N,0,$0.00,$85.75,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,CERECETAM400,N,ASTERA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLCERECTB040000,,10,8,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,CERECETAM-400,1,0,0,0,50.71,N,32.14,0,,00,0,30049099,6,6,12,0,,,,
69,00119,CERECETAM-800,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,117.65,0.00,0.00,0.00,0.00,0,0,130.71,0.00,1,0.00,0.00,N,N,108.24,23,13,,09-Jul-08,N,Y,N,0,$0.00,$183.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,CERECETAM800,N,ASTERA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLCERECTB080000,,7,7,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,CERECETAM-800,1,0,0,0,108.24,N,68.79,0,,00,0,30049099,6,6,12,0,,,,
70,00120,CITARA-20mg,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,45.12,0.00,0.00,0.00,0.00,0,0,46.50,0.00,1,0.00,0.00,N,N,45.12,0,0,,09-Jul-08,N,Y,N,0,$0.00,$59.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,CITARA20mg,N,AQUILA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,CITARA-20mg,1,0,0,0,45.12,N,45.12,0,,00,0,30049099,6,6,12,0,,,,
71,00121,CIZA-20mg,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,60.18,0.00,0.00,0.00,0.00,0,0,75.22,0.00,1,0.00,0.00,N,N,54.16,0,0,,09-Jul-08,N,Y,N,0,$0.00,$98.72,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,CIZA20mg,N,PHARMA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,CIZA-20mg,1,0,0,0,54.16,N,54.16,0,,00,0,,0,0,0,0,,,,
